1787,Almost Heaven (Sequels #3),Ploner,Tab,Action,9.62,
1801,The Ladies of Grace Adieu and Other Stories,Velcheva,Dollie,Drama,7.62,
1881,The Death of Bees,Gaddie,Sherri,Non-Fiction,1.51,
1884,The Power of Positive Thinking,Delefortrie,Miriam,Fiction,5.13,
1830,The Wednesday Wars,Daniels,Kavon,Romance,6.85,
1722,Memnoch the Devil (The Vampire Chronicles #5),Wind,Thursa,Non-Fiction,6.42,
1698,The Wave,Sones,Chrystal,Science-Fiction,4.74,
1976,Holding the Dream (Dream Trilogy #2),Lazarevic,Hill,Thriller,3.44,
2001,Split Infinity  (Apprentice Adept #1),Bartenstein,Jerold,Romance,9.10,
2019,Caraval,Demeterova,Jeff,Fiction,4.98,
1997,Illuminae (The Illuminae Files #1),Mane,Arvil,Science-Fiction,8.69,
1926,Emma,Crosby,Jana,Adventure,7.88,
1935,At Home: A Short History of Private Life,Vuzem,Augustina,Thriller,3.43,
1710,Black Hills,Suarez,Teddy,Western,2.77,
1919,Jimmy Corrigan the Smartest Kid on Earth,Puplinkhuisen,Cleo,Thriller,6.69,
1716,Sleeping Giants (Themis Files #1),Dulgheru,Humberto,Western,9.22,
1881,V is for Vengeance (Kinsey Millhone #22),Dubitshkaya,Lorine,Action,9.43,
1827,Worlds' End (The Sandman #8),Mouhtassine,Guilford,Action,8.62,
1710,Someone,Widjaja,Toby,Non-Fiction,4.87,
1906,Sourcery (Discworld #5; Rincewind #3),Gonnerman,Stefani,Suspense,4.97,
1984,Today Will Be Different,Fortuni,Kizzie,Drama,2.30,
1947,Mean Streak,Taguchi,Gustavo,Western,1.97,
1925,Raised by Wolves (Raised by Wolves #1),Bertolini,Dorthy,Horror,7.97,
1681,The Pillars of Creation (Sword of Truth #7),Marchetti,Harvey,Fiction,7.56,
1680,Enduring Love,Leschi,Infant,Science-Fiction,9.70,
1761,Violets Are Blue (Alex Cross #7),Graebe,Celestino,Mystery,2.67,
1657,Wyrd Sisters (Discworld #6; Witches #2),Jara Lozano,Erasmus,Mystery,5.04,
1760,Every Last One,Pekhova,Alston,Mystery,9.15,
1805,My Soul to Keep (Soul Screamers #3),Nossenko,Dalton,Romance,8.75,
1878,The Fifth Woman (Kurt Wallander #6),Smith,Neal,Crime,4.65,
1851,Night World No. 1 (Night World #1-3),Lopina,Estell,Science-Fiction,1.77,
1663,A Great Reckoning (Chief Inspector Armand Gamache #12),Seateun,Dagny,Adventure,8.37,
1872,Being a Green Mother (Incarnations of Immortality #5),Brutschin,Oley,Action,4.50,
1700,Blood Red Road (Dust Lands #1),Griffiths,Ferne,Non-Fiction,1.23,
1844,Owl Babies,Bonsignori,Cas,Western,8.99,
1805,Giada's Family Dinners,Gordigiani,Fitzgerald,Non-Fiction,1.76,
2019,Cards on the Table (Hercule Poirot #15),Vargas,Neoma,Mystery,4.18,
1690,Evicted: Poverty and Profit in the American City,Boczova,Caldonia,Western,5.06,
1811,The Defining Decade: Why Your Twenties Matter--And How to Make the Most of Them Now,Tepper,Keon,Fantasy,8.26,
1840,Kiss of the Night (Dark-Hunter #4),Turkhaneli,Dion,Thriller,6.91,
1666,The Bourne Objective (Jason Bourne #8),Gilchrist,Kacy,Thriller,4.11,
1698,The Bastard of Istanbul,Mentz,Chas,Suspense,5.41,
1789,The Complete Adventures of Curious George,Gerber,Ott,Dystopian,7.81,
1922,War of the Twins (Dragonlance: Legends #2),Faa Hviding,Etter,Adventure,3.91,
1884,State of Wonder,Marani,Gustaf,Adventure,1.81,
1651,The Miracle of Mindfulness: An Introduction to the Practice of Meditation,Genovese,Kathleen,Adventure,5.23,
1885,Lumberjanes Vol. 1: Beware the Kitten Holy,El Houari,Adolf,Fiction,9.92,
1973,Invisible Man,Mingmolee,Rosalind,Thriller,6.30,
1890,Justice: What's the Right Thing to Do?,Cremasco,Drusilla,Science-Fiction,6.45,
1782,Noble House (Asian Saga #5),Doman,Janiah,Adventure,3.06,
2013,Talent is Overrated: What Really Separates World-Class Performers from Everybody Else,Aureli,Kenia,Suspense,4.44,
1811,Castle of Wizardry (The Belgariad #4),Walrick,Lizeth,Western,7.32,
1701,Modern Lovers,Romanov,Aric,Thriller,8.14,
1971,The Jordan Rules,Szili,Breanne,History,5.61,
1902,The Obelisk Gate (The Broken Earth #2),Francois,Maddison,Dystopian,7.40,
1852,All-Star Superman Vol. 2,Matthys,Stewart,Comedy,7.56,
1902,Mister B. Gone,Abramovic,Bettye,Science-Fiction,1.58,
1990,Johnny Got His Gun,Pits,Demian,Satire,6.59,
1938,Naruto Vol. 05: Exam Hell (Naruto #5),Bassett Seguso,Rae,Romance,6.04,
1692,The Bad Beginning (A Series of Unfortunate Events #1),Pandele,Winfield,Crime,9.75,
1886,A Prayer for Owen Meany,Hirsch,Abel,Mystery,1.34,
1805,Foreplay (The Ivy Chronicles #1),Chabalgoity,Gisselle,History,3.60,
1804,Bartleby the Scrivener,Bruno,Gasper,Satire,5.13,
1667,Marcelo in the Real World,Jeritsheva,Roena,Comedy,5.39,
1713,Hector and the Search for Happiness,Saito,Rita,Non-Fiction,8.36,
1841,Panic (Panic #1),Rojas,Esperanza,Non-Fiction,4.59,
1955,The 5 Greatest Warriors (Jack West Jr #3),Terras,Buena,Fantasy,4.72,
1846,The Laughing Corpse (Anita Blake Vampire Hunter #2),Foretz Gacon,Oda,Action,4.36,
1925,Three Fates,Van Adrichem,Fredrick,Dystopian,6.80,
1665,Death by Black Hole - And Other Cosmic Quandaries,Joelson,Theta,Fiction,7.53,
1799,The Death and Life of Charlie St. Cloud,Czubak,Francesco,Western,5.92,
1776,Babar the King,Mckeown,Monroe,Crime,5.62,
1910,The Recruit (Cherub #1),Kambic,Leonce,Suspense,1.79,
1800,Les Misérables,Rafailidis,Orren,Suspense,1.31,
1790,The Undead Pool (The Hollows #12),Maggart,Adolf,Drama,9.04,
1865,Beowulf,Tanaka,Zelma,Western,7.23,
1860,Dead End in Norvelt,Ramos,Lavera,History,5.80,
1922,Small Steps (Holes #2),Varon Diaz,Dyan,Crime,3.53,
1728,Lysistrata,Bogicevic,Birtie,Dystopian,7.30,
1872,The Penderwicks on Gardam Street (The Penderwicks #2),Kyrylova,Katarina,Science-Fiction,9.60,
1956,The Past Through Tomorrow (Future History #1-21),Martincova,Tiesha,Comedy,8.96,
1867,Sophie & Carter,Aulana,Markus,Dystopian,4.03,
1805,Magician: Apprentice  (Raymond E. Feist's Magician: Apprentice #1),Thompson,Izaiah,History,2.90,
1935,A Sick Day for Amos McGee,Raith,Lashonda,Mystery,5.43,
1748,The Dot,Koch,Monte,Crime,3.10,
1857,The Ruby Circle (Bloodlines #6),Padilla,Heriberto,Drama,2.53,
1950,Delusion in Death (In Death #35),Clijsters,Fate,History,8.92,
1962,Come Away with Me (With Me in Seattle #1),Engblom,Nichelle,Non-Fiction,4.86,
1691,This Girl (Slammed #3),Czubak,Rosalie,Non-Fiction,5.46,
1960,The Aeronaut's Windlass (The Cinder Spires #1),Reid,Villa,History,3.21,
1815,Vampire Knight Vol. 9,Wickmayer,Jerrica,Suspense,7.87,
1813,Bruiser,Depka,Hudson,Drama,6.51,
1859,The Soulkeepers (The Soulkeepers #1),Merchant,Effie,Fantasy,9.46,
1781,Cosmopolis,Carotini,Madge,Western,6.75,
1950,What Do You Care What Other People Think?,Widjaja,Kristian,Mystery,9.15,
1964,Rock Chick Revenge (Rock Chick #5),Aguilar,Daniele,Adventure,6.70,
1831,Where the Sidewalk Ends,Finicane,Asa,Science-Fiction,4.00,
1904,Any Human Heart,Quevedo,Janine,Fiction,1.89,
1974,Lord of the Flies,Goude,Stewart,History,2.25,
1982,Forget You,Porter,Dedra,Science-Fiction,4.71,
1979,Great Expectations,Font Estrada,Ethelbert,Adventure,9.75,
1843,Shadow and Bone (Shadow and Bone #1),Thomas,Lutie,Crime,9.15,
1956,The First Bad Man,Kojanova,Shreya,Fantasy,8.15,
1790,Vanish (Firelight #2),Du,Melody,Crime,9.81,
1996,The Sisterhood of the Traveling Pants (Sisterhood #1),Ardila Cuervo,Evelin,Mystery,3.31,
2002,An Occurrence at Owl Creek Bridge,Garcia Truchado,Kenny,Fiction,2.35,
1835,The Other Boleyn Girl (The Plantagenet and Tudor Novels #9),Chinellato,Maranda,Satire,3.87,
2002,The Complete Poems of Emily Dickinson,Maas,Ireland,Western,4.64,
1883,Villette,Sufi,Rafael,Adventure,8.18,
1942,My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black or a Culture-Up Manifesto,Fabijanovic,Parker,Non-Fiction,3.38,
1677,The Gift of the Magi,Pintusova,Emmie,Fiction,7.48,
1821,Platform,Hakala,Toy,Mystery,3.05,
1833,Skippyjon Jones,Gatt,Wilbert,Thriller,7.05,
1827,Odd Apocalypse (Odd Thomas #5),Goel,Loma,Adventure,1.22,
2019,The Wolf Gift (The Wolf Gift Chronicles #1),Fiamenghi,Carlyn,Romance,3.25,
1891,Avatar Volume 1: The Last Airbender (Avatar #1),Olaru,Festus,Horror,7.18,
1748,From Russia With Love (James Bond #5),De Castro Coelho,Javen,Romance,6.49,
1676,Politics,Werner,Elex,Crime,8.43,
2021,Simon vs. the Homo Sapiens Agenda,Marman,Atha,Drama,7.92,
1815,Gabriel's Redemption (Gabriel's Inferno #3),Forster,Fritz,Dystopian,3.20,
1908,The Passion of Artemisia,Trewick,Melina,Dystopian,6.21,
1757,The King of Torts,Virliana,Jossie,Science-Fiction,9.05,
1977,Holy Cow: An Indian Adventure,Oddone,Stephania,Comedy,6.72,
1751,Unless,Shao,Williard,Drama,5.75,
1830,The Cat Who Could Read Backwards (Cat Who... #1),Meyer,Warren,Non-Fiction,6.49,
1997,The Great Divorce,Di Sesa,Burley,Science-Fiction,3.40,
1946,The Secret Garden,Walson,Nelle,Adventure,3.32,
1979,Arsenic and Old Lace,Sismanidou,Ayden,Thriller,6.42,
1674,The Pianist: The Extraordinary Story of One Man's Survival in Warsaw 1939–45,Rautajoki,Salena,Suspense,6.12,
1813,River of Blue Fire (Otherland #2),Reimers,Imelda,Romance,4.24,
1931,Infected (Infected #1),Grabher,Caro,Science-Fiction,5.17,
1752,We the Living,Jespersen,Elouise,Horror,4.56,
1744,Sex and the City,Marin,Tomas,Satire,7.40,
1857,Lucy Sullivan Is Getting Married,Moulton Levy,Tenika,Dystopian,7.90,
1979,The Wall,Biryukova,Latoria,Thriller,5.74,
1834,The Golden Compass (His Dark Materials #1),Sprem,Sidney,Western,5.64,
1878,Dream a Little Dream (Chicago Stars #4),Tang,Tylor,Western,5.69,
1735,The Raven,Dock,Amina,Horror,6.95,
1767,Broken Silence (Silence #2),Caro,Trudi,Horror,6.33,
1919,Death in Venice and Other Tales,El Tabakh,Johannah,History,6.74,
1794,The Bride (Lairds' Fiancées #1),Woodhouse,Jair,Crime,1.10,
1812,The Pleasure of My Company,Bulgakova,Annamarie,Comedy,6.87,
1829,Empress Orchid (Empress Orchid #1),Isopaitis,Johanna,Non-Fiction,8.42,
1848,Forest Born (The Books of Bayern #4),Moxey,Gracelyn,History,8.91,
1760,Tenth of December,Tonelli,Abner,Science-Fiction,8.82,
1740,Most Wanted,Schwerzmann,Aurora,Suspense,4.28,
1695,The Hollow (The Hollow #1),Perez,Alabama,History,8.26,
1870,Saving Fish from Drowning,Gurney,Orin,Fiction,6.73,
1777,Cape Fear,Pedemonti,Jep,Satire,5.77,
1751,The Interestings,Eastburn,Messiah,Dystopian,8.41,
1847,The Three Billy Goats Gruff,Katz,Texas,Adventure,2.31,
1738,The Motorcycle Diaries: Notes on a Latin American Journey,Staunton,Kortney,Action,4.46,
1683,Songs of Willow Frost,Beltran Trigueros,Pablo,Mystery,6.78,
1688,The Ship Who Sang (Brainship #1),Hedges,Leona,Action,8.60,
1884,The Lake House (When the Wind Blows #2),Chu,Doc,Non-Fiction,2.68,
2002,Palestine,Nieto,Delle,Thriller,8.50,
2013,A Wild Sheep Chase (The Rat #3),Haberkorn,Dorathy,Romance,3.32,
1683,Shadowland (The Immortals #3),Bugallo,Dane,Dystopian,6.31,
1952,In Harm's Way: The Sinking of the U.S.S. Indianapolis and the Extraordinary Story of Its Survivors,Mujezinovic,Newton,Horror,3.79,
1858,The Blind Owl,Giraud,Matie,Mystery,9.94,
1726,Where Things Come Back,Venturino,Juli,Non-Fiction,3.10,
1973,Wake (Wake #1),Lee,Kane,Thriller,6.67,
1691,Kaffir Boy: An Autobiography,Valdovinos,Easton,Horror,6.36,
1740,Assassin's Quest (Farseer Trilogy #3),Rudman,Ardeth,Mystery,3.03,
1988,The Orange Girl,Jorjoliani,Patric,Crime,6.67,
1992,Radical: Taking Back Your Faith from the American Dream,Vaisemberg,Esta,Action,2.98,
1805,Sh*t My Dad Says,Fokina,Haleigh,Fantasy,6.47,
1659,David and Goliath: Underdogs Misfits and the Art of Battling Giants,Ouellet Pizer,Nery,Western,3.78,
1992,Grandfather's Journey,Pojatina,Dannie,Dystopian,2.53,
1718,The Audacity of Hope: Thoughts on Reclaiming the American Dream,McFarlane,Shirlie,Fiction,1.62,
1814,Lightning,Caceres,Migdalia,Romance,7.38,
1982,The Madness of Lord Ian Mackenzie (Mackenzies & McBrides #1),Aguado,Baxter,Crime,4.96,
1691,Faithful Place (Dublin Murder Squad #3),Widyadharma,Anaya,Comedy,5.17,
1791,Horton Hears a Who!,Oh,Kelsea,History,1.38,
1971,Tales from Earthsea (Earthsea Cycle #5),Causevic,Kesha,Romance,2.95,
1844,The Next Big Thing,Umarova,Lovie,Dystopian,8.80,
1943,Even Cowgirls Get the Blues,Neves,Destinee,Science-Fiction,5.14,
1815,The Constant Princess (The Plantagenet and Tudor Novels #6),Yarikova,Jermaine,Satire,4.72,
1986,Flyte (Septimus Heap #2),Rolly,Captain,Crime,7.16,
1807,R is for Ricochet (Kinsey Millhone #18),Bandere,Kathie,Dystopian,5.43,
1996,Preacher Volume 4: Ancient History,Subertova,Montana,Comedy,5.11,
1665,Magic Binds (Kate Daniels #9),Jane,Dorsey,Dystopian,8.87,
1858,How We Are Hungry,Nagelsen,Teagan,Romance,2.83,
1831,Choke,Spence Nasim,Julie,Comedy,1.08,
1665,Grace (Eventually): Thoughts on Faith,Baracat,Maura,Satire,3.95,
1816,Dark Guardian (Dark #9),Lundqvist,Ines,Fiction,6.34,
1782,Ilium (Ilium #1),Ticha,Gerold,Dystopian,7.24,
1677,Twenty Wishes (Blossom Street #5),Zambrzycki,Tamica,Satire,6.25,
1749,Three Day Road,Park,Shirleyann,Western,6.00,
1783,Dance Dance Dance (The Rat #4),Gates,Hernan,Science-Fiction,1.80,
1931,A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13),Faybyshev,Alexandra,History,2.19,
1895,Overruled (The Legal Briefs #1),Lombardino Petrocinio,Killian,Crime,4.87,
1884,Absolution Gap,Tsubo,Hedwig,Drama,6.28,
1650,Bird by Bird: Some Instructions on Writing and Life,Thumrongluck,Loren,Action,1.32,
1877,Miller's Valley,Forti,Waldo,Crime,7.40,
1893,The Street Lawyer,Oberger,Kennedi,Romance,9.20,
1886,The Fall of the House of Usher and Other Tales ,Carney,Prudence,Dystopian,9.64,
1771,The Tombs of Atuan (Earthsea Cycle #2),Skordopoulou,Shawna,Drama,3.20,
1726,The Road to Little Dribbling: Adventures of an American in Britain,Kochanova,Matthias,Horror,8.10,
1651,The English Assassin (Gabriel Allon #2),Balint,Eleonora,Comedy,6.10,
1905,Your Heart Belongs to Me,Monoki,Halbert,Dystopian,7.60,
1935,Gödel Escher Bach: An Eternal Golden Braid,Dolehide,Georganna,Fantasy,8.79,
1926,The Universe in a Nutshell,Stoilova,Celine,Comedy,7.29,
1924,The War that Saved My Life (The War That Saved My Life #1),Nemcevic,Kaitlynn,Crime,8.24,
1661,Dawn (Xenogenesis #1),Seol,Dora,Comedy,7.06,
1695,Babe: The Gallant Pig,Giorgi,Luigi,Satire,6.07,
1929,Shoeless Joe,Kouznetchenkova,Hobert,Dystopian,7.11,
1956,A Homemade Life: Stories and Recipes from My Kitchen Table,Vukojicic,Redmond,Western,5.33,
1657,Can You Keep a Secret?,Eremina,Cleta,Science-Fiction,2.87,
2021,The Lion's Lady (Crown's Spies #1),Wu,Jayvion,Fiction,7.07,
1949,Riptide,Leslie,Jemal,Non-Fiction,2.78,
1953,Wuthering Heights,Welford,Gaynell,Non-Fiction,9.00,
1693,When the Bough Breaks (Alex Delaware #1),Sillanpaa,Aaden,Suspense,6.62,
1745,Touch of Power (Healer #1),Savchenko,Muriel,Suspense,9.87,
1889,Ashley Bell,Leal,Vikki,History,5.37,
1817,Eden (Providence #3),Ivana,Trish,Satire,9.19,
1980,Matched (Matched #1),Wardhani,Modena,Drama,4.18,
1787,Summer and the City (The Carrie Diaries #2),Rebelo,Clementina,Drama,6.60,
1986,Silence,Hadvigerova,Caden,History,2.57,
1880,The Brief Wondrous Life of Oscar Wao,Allen,Janene,Drama,4.62,
1763,Vampire Interrupted (Argeneau #9),Fuda,Jeffery,Adventure,1.28,
1703,The New Bedside Bathtub and Armchair Companion to Agatha Christie,Jezernik,Darrin,Comedy,8.60,
1686,Gideon's Sword (Gideon Crew #1),Tyshing,Jamil,History,2.98,
2009,Magician (The Riftwar Saga #1-2),Etienne,Arlo,Science-Fiction,8.13,
1668,My Brother Sam Is Dead,Bell,Fleta,Satire,4.83,
2001,Simply Irresistible (Lucky Harbor #1),Palencia,Daryl,Satire,5.13,
1710,Assholes Finish First (Tucker Max #2),Rankic,Leone,Horror,7.50,
1991,The Lake of Souls (Cirque Du Freak #10),Martin,Eliana,Mystery,6.71,
1704,The Enemy (The Enemy #1),Aconcha,Newton,Dystopian,8.77,
1771,On Chesil Beach,Budiharto,Herminia,Thriller,4.73,
1782,Obsession,Lo Re,Cordella,Fantasy,4.65,
1884,Naked Empire (Sword of Truth #8),Amo Flores,Festus,Suspense,1.50,
2015,What's the Matter with Kansas? How Conservatives Won the Heart of America,Kiraly,Priscilla,Fantasy,1.43,
1866,A House for Mr Biswas,De Bodt,Jerilyn,Satire,9.86,
1974,The Winter King (The Warlord Chronicles #1),Ujjini,Kia,Adventure,3.96,
1970,Meditations,Menezes,Penni,Fantasy,8.43,
1676,Eeny Meeny (Helen Grace #1),Schurhoff,Isabell,Action,8.07,
